$34500,0,John Boehner (R),T0000,Transportation
$35000,0,John Boehner (R),K2000,Lobbyists & Public Relations
$35000,4,John Boehner (R),C5120,Computer software
$35200,2,John Boehner (R),A3100,Animal feed & health products
$35250,1,John Boehner (R),G4400,Furniture & appliance stores
$35900,0,John Boehner (R),A1500,"Wheat, corn, soybeans and cash grain"
$36000,2,John Boehner (R),H2200,Nursing homes
$36700,3,John Boehner (R),F4300,Title insurance & title abstract offices
$36800,5,John Boehner (R),F2200,Commodity brokers/dealers
$37500,0,John Boehner (R),F4100,Real Estate developers & subdividers
$37500,0,John Boehner (R),B4200,Architectural services
$37900,0,John Boehner (R),G6400,"Professional sports, arenas & related equip & svcs"
$38500,0,John Boehner (R),M5100,Hardware & tools
$39021,12,John Boehner (R),G1100,Chambers of commerce
$39500,0,John Boehner (R),Lt 500,Merchant marine & longshoremen unions
$39750,2,John Boehner (R),F4200,Real estate agents
$40250,0,John Boehner (R),G2910,Food catering & food services
$40900,0,John Boehner (R),T6100,Ship building & repair
$41800,0,John Boehner (R),Y4000,Employer listed but category unknown
$41800,0,John Boehner (R),H5000,Education
$44300,0,John Boehner (R),F0000,"Finance, Insurance & Real Estate"
$45200,0,John Boehner (R),C5000,Electronics manufacturing & services
$46000,2,John Boehner (R),F4000,Real estate
$46250,0,John Boehner (R),G5800,Physical fitness centers
$47400,6,John Boehner (R),Y1000,"Homemakers, students & other non-income earners"
$48200,0,John Boehner (R),G5600,Miscellaneous repair services
$48250,0,John Boehner (R),H4000,Health care products
$48325,2,John Boehner (R),F5500,Other financial services
$49700,4,John Boehner (R),A4000,Agricultural services & related industries
$50651,6,John Boehner (R),H1100,Physicians
$51500,0,John Boehner (R),H3100,Home care services
$53000,0,John Boehner (R),E3000,Waste management
$54156,0,John Boehner (R),E1120,Independent oil & gas producers
$54450,2,John Boehner (R),B4300,Surveying
$55741,0,John Boehner (R),G2850,Liquor wholesalers
$56400,3,John Boehner (R),B3400,"Plumbing, heating & air conditioning"
$57200,14,John Boehner (R),M7300,Metal cans & containers
$58500,0,John Boehner (R),F4600,Mortgage bankers and brokers
$59852,11,John Boehner (R),G2350,Fish Processing
$61150,0,John Boehner (R),L1100,Federal employees unions
$62375,-1,John Boehner (R),G5250,Employment agencies
$64750,3,John Boehner (R),X4000,Non-Profits
$65500,9,John Boehner (R),G5220,Direct mail advertising services
$68750,0,John Boehner (R),J7150,Abortion policy/Pro-Choice
$68750,0,John Boehner (R),T7100,Express delivery services
$69000,6,John Boehner (R),H4100,Medical supplies manufacturing & sales
$69700,0,John Boehner (R),A2000,Milk & dairy producers
$73867,2,John Boehner (R),T1600,Aviation services & airports
$75450,2,John Boehner (R),H5300,For-profit education
$80072,0,John Boehner (R),T5300,Railroad services
$80100,0,John Boehner (R),Z5100,Republican Party Committees
$81950,0,John Boehner (R),G5700,Pest control
$83825,3,John Boehner (R),T1200,Aircraft manufacturers
$84950,3,John Boehner (R),C2300,TV production & distribution
$85055,0,John Boehner (R),H4400,Pharmaceutical wholesale
$86875,4,John Boehner (R),C2900,Live theater & other entertainment productions
$89950,0,John Boehner (R),G4600,Miscellaneous retail stores
$92050,0,John Boehner (R),G3000,Wholesale trade
$92950,0,John Boehner (R),G0000,General commerce
$93000,0,John Boehner (R),B1200,Dredging Contractors
$93100,2,John Boehner (R),G4850,Vending Machine Sales & Services
$94201,8,John Boehner (R),T1100,Airlines
$95000,0,John Boehner (R),M4000,Household & office products
$95400,0,John Boehner (R),H1120,Optometrists & Ophthalmologists
$98539,2,John Boehner (R),F2000,"Securities, commodities & investment"
$100650,0,John Boehner (R),T9100,Hotels & motels
$104700,0,John Boehner (R),M9000,Precision instruments
$106306,3,John Boehner (R),H1750,Pharmacists
$109400,0,John Boehner (R),F2100,Security brokers & investment companies
$112100,0,John Boehner (R),X7000,"Churches, clergy & religious organizations"
$114005,0,John Boehner (R),M1600,"Paints, Solvents & Coatings"
$115935,1,John Boehner (R),B5300,Plumbing & pipe products
$117600,0,John Boehner (R),A1300,Tobacco & Tobacco products
$119450,0,John Boehner (R),D9000,Defense-related services
$121198,2,John Boehner (R),H1000,Health professionals
$121600,0,John Boehner (R),M0000,Manufacturing
$124850,0,John Boehner (R),B5200,Lumber and wood products
$127151,0,John Boehner (R),J7400,Women's issues
$128500,0,John Boehner (R),J7120,Abortion policy/Pro-Life
$129725,0,John Boehner (R),L1500,US Postal Service unions & associations
$129748,2,John Boehner (R),C4200,Long-distance telephone & telegraph service
$129925,0,John Boehner (R),Z1100,Republican Candidate Committees
$135600,2,John Boehner (R),G4200,Consumer electronics & computer stores
$139940,1,John Boehner (R),H3700,HMOs
$140550,5,John Boehner (R),T9000,Lodging & tourism
$140745,3,John Boehner (R),M6000,Electrical lighting products
$141829,0,John Boehner (R),T7000,Freight & delivery services
$145800,0,John Boehner (R),A6500,Farm bureaus
$151900,4,John Boehner (R),M1000,Chemicals
$157400,0,John Boehner (R),L1400,Police & firefighters unions & associations
$163950,2,John Boehner (R),X4100,Non-profit foundations
$176981,0,John Boehner (R),F3100,"Insurance companies, brokers & agents"
$181100,0,John Boehner (R),F5000,Financial services & consulting
$182450,2,John Boehner (R),G1300,Pro-business associations
$222950,2,John Boehner (R),B3200,Electrical contractors
$237600,5,John Boehner (R),E1210,Coal mining
$251375,12,John Boehner (R),T1700,Space vehicles & components
$262926,0,John Boehner (R),F1300,Credit unions
$270375,-1,John Boehner (R),T3100,Trucking companies & services
$273650,0,John Boehner (R),E4200,Hunting & wildlife
$278375,5,John Boehner (R),T8100,"Motorcycles, snowmobiles & other motorized vehicle"
$290267,0,John Boehner (R),M4300,Household appliances
$295576,0,John Boehner (R),E1240,Mining services & equipment
$302049,4,John Boehner (R),T1300,Aircraft parts & equipment
$335425,0,John Boehner (R),G1000,General business associations
$368547,-2,John Boehner (R),E1620,Gas & Electric Utilities
$391500,2,John Boehner (R),T3000,Trucking
$402300,0,John Boehner (R),F1000,Banks & lending institutions
$462973,-2,John Boehner (R),B0500,Builders associations
$500530,0,John Boehner (R),F2700,Hedge Funds
$540902,0,John Boehner (R),C4000,Telecommunications
$824700,4,John Boehner (R),E1300,Nuclear energy
$1744899,0,John Boehner (R),G5000,Services
$2098436,0,John Boehner (R),G5280,Marketing research services
,,John Boehner (R),Z9500,Transfer from intermediary ( type 24I or 24T)
